192.168.20.194,+49555168992,ABC379SNQ,ModelB,DDEEFF4FEB94,SEPDDEEFF4FEB94,255.255.255.128,16,10,100,switch2.example.com,GigabitEthernet1/0/2/30,10,100
192.168.20.42,+49555819148,JKL991HZA,ModelC,001A2B7A97FC,SEP001A2B7A97FC,255.255.255.128,11,1000,100,switch3.example.com,GigabitEthernet1/0/2/22,1000,100
192.168.10.220,+49555491622,DEF285IKV,ModelA,A0B1C2018477,SEPA0B1C2018477,255.255.255.192,22,100,10,switch1.example.com,GigabitEthernet1/0/2/56,100,10
192.168.5.70,+49555193550,NOP576ERN,ModelA,EEFF008BFD06,SEPEEFF008BFD06,255.255.255.128,13,1000,1000,switch1.example.com,GigabitEthernet1/0/2/14,1000,1000
172.16.0.22,+49555635208,VWX748RSA,ModelA,99AABB1AB55F,SEP99AABB1AB55F,255.255.255.0,53,1000,100,switch2.example.com,GigabitEthernet1/0/2/56,1000,100
172.17.0.250,+49555992205,PQR169DBL,ModelC,DDEEFFA56A7B,SEPDDEEFFA56A7B,255.255.255.240,35,1000,10,switch1.example.com,GigabitEthernet1/0/2/81,1000,10
192.168.20.199,+49555640339,VWX499CQP,ModelB,EEFF000B28D7,SEPEEFF000B28D7,255.255.0.0,54,100,10,switch1.example.com,GigabitEthernet1/0/2/11,100,10
10.0.1.40,+49555252947,NOP595ENI,ModelC,FFAABBDE668D,SEPFFAABBDE668D,255.255.0.0,63,1000,100,switch1.example.com,GigabitEthernet1/0/2/7,1000,100
192.168.20.226,+49555687416,ABC491EKT,ModelA,334455AA98CE,SEP334455AA98CE,255.255.255.128,66,1000,10,switch2.example.com,GigabitEthernet1/0/2/53,1000,10
172.17.0.75,+49555375236,ABC338RRU,ModelA,DDEEFF1A3A08,SEPDDEEFF1A3A08,255.255.0.0,54,10,100,switch2.example.com,GigabitEthernet1/0/2/24,10,100
192.168.20.89,+49555607564,GHI478WBY,ModelB,1122332D74A9,SEP1122332D74A9,255.255.255.128,55,100,1000,switch1.example.com,GigabitEthernet1/0/2/89,100,1000
192.168.5.54,+49555883661,PQR805NBR,ModelB,11223313761A,SEP11223313761A,255.255.0.0,47,100,100,switch3.example.com,GigabitEthernet1/0/2/91,100,100
10.0.0.239,+49555211238,HIJ523KOW,ModelB,FFAABB083F3E,SEPFFAABB083F3E,255.255.255.128,11,1000,10,switch2.example.com,GigabitEthernet1/0/2/73,1000,10
192.168.5.112,+49555472600,BCD577NLJ,ModelA,7788994FB00A,SEP7788994FB00A,255.255.255.128,60,1000,1000,switch2.example.com,GigabitEthernet1/0/2/5,1000,1000
192.168.10.150,+49555296777,HIJ140WCP,ModelA,3344551E1D80,SEP3344551E1D80,255.255.255.128,23,1000,10,switch3.example.com,GigabitEthernet1/0/2/37,1000,10
10.0.1.165,+49555761417,BCD514LOS,ModelB,A0B1C22C6E08,SEPA0B1C22C6E08,255.255.255.0,56,100,10,switch1.example.com,GigabitEthernet1/0/2/79,100,10
192.168.5.111,+49555544490,BCD817ZLD,ModelB,99AABBDB5CB7,SEP99AABBDB5CB7,255.255.0.0,20,1000,100,switch2.example.com,GigabitEthernet1/0/2/24,1000,100
192.168.1.232,+49555134357,GHI290LZO,ModelA,445566024204,SEP445566024204,255.255.255.128,30,10,10,switch1.example.com,GigabitEthernet1/0/2/5,10,10
172.16.0.189,+49555600508,VWX414NFP,ModelB,99AABB49B404,SEP99AABB49B404,255.255.255.128,51,100,100,switch2.example.com,GigabitEthernet1/0/2/19,100,100
192.168.10.247,+49555734486,PQR121SYE,ModelC,4455668DEA76,SEP4455668DEA76,255.255.0.0,19,1000,100,switch2.example.com,GigabitEthernet1/0/2/85,1000,100
10.0.1.142,+49555837996,JKL121TAI,ModelA,112233717F80,SEP112233717F80,255.255.255.128,61,100,10,switch1.example.com,GigabitEthernet1/0/2/10,100,10
172.16.100.113,+49555367603,NOP588MMP,ModelC,99AABB793640,SEP99AABB793640,255.255.255.240,25,100,1000,switch1.example.com,GigabitEthernet1/0/2/87,100,1000
192.168.1.179,+49555992381,PQR119XXE,ModelA,FFAABB2C754D,SEPFFAABB2C754D,255.255.0.0,30,1000,10,switch2.example.com,GigabitEthernet1/0/2/34,1000,10
172.16.0.44,+49555921220,PQR457QXL,ModelC,A0B1C2218734,SEPA0B1C2218734,255.255.255.128,18,1000,1000,switch3.example.com,GigabitEthernet1/0/2/78,1000,1000
192.168.20.144,+49555619608,HIJ891TLB,ModelC,445566664A25,SEP445566664A25,255.255.0.0,27,100,10,switch2.example.com,GigabitEthernet1/0/2/10,100,10
192.168.1.252,+49555136529,MNO510NQR,ModelB,112233D18358,SEP112233D18358,255.255.255.0,40,10,10,switch2.example.com,GigabitEthernet1/0/2/46,10,10
192.168.1.15,+49555855350,VWX100RKO,ModelB,FFAABB6A6AA2,SEPFFAABB6A6AA2,255.255.255.240,54,1000,100,switch1.example.com,GigabitEthernet1/0/2/91,1000,100
172.17.0.231,+49555995679,VWX185XVL,ModelC,33445563D37D,SEP33445563D37D,255.255.255.0,41,1000,10,switch1.example.com,GigabitEthernet1/0/2/1,1000,10
172.17.0.164,+49555745944,GHI990KXP,ModelC,77889979746D,SEP77889979746D,255.255.255.192,12,100,100,switch3.example.com,GigabitEthernet1/0/2/40,100,100
10.0.1.161,+49555276686,PQR672AOR,ModelC,DDEEFF77A47C,SEPDDEEFF77A47C,255.255.255.240,64,1000,10,switch3.example.com,GigabitEthernet1/0/2/84,1000,10
192.168.5.146,+49555849469,BCD396NQD,ModelC,334455900C37,SEP334455900C37,255.255.255.192,55,10,100,switch2.example.com,GigabitEthernet1/0/2/44,10,100
192.168.5.134,+49555631593,HIJ418HTB,ModelA,DDEEFF4C3BCF,SEPDDEEFF4C3BCF,255.255.255.240,54,1000,10,switch2.example.com,GigabitEthernet1/0/2/14,1000,10
192.168.5.10,+49555713779,NOP491LKC,ModelC,DDEEFFF48C9E,SEPDDEEFFF48C9E,255.255.255.128,64,100,100,switch2.example.com,GigabitEthernet1/0/2/32,100,100
172.16.0.110,+49555953908,JKL972SVN,ModelB,EEFF00E6BA12,SEPEEFF00E6BA12,255.255.255.192,54,10,100,switch1.example.com,GigabitEthernet1/0/2/21,10,100
10.0.0.20,+49555646615,JKL657XMC,ModelB,FFAABB76857D,SEPFFAABB76857D,255.255.255.128,24,100,10,switch1.example.com,GigabitEthernet1/0/2/83,100,10
10.0.1.199,+49555294149,PQR476YIU,ModelC,EEFF00F3AB82,SEPEEFF00F3AB82,255.255.0.0,28,1000,100,switch1.example.com,GigabitEthernet1/0/2/68,1000,100
172.17.0.89,+49555657704,ABC590CUJ,ModelC,3344559D90F1,SEP3344559D90F1,255.255.255.0,68,100,1000,switch3.example.com,GigabitEthernet1/0/2/30,100,1000
192.168.10.181,+49555259473,PQR733QFN,ModelC,99AABBBBE601,SEP99AABBBBE601,255.255.255.240,19,100,1000,switch2.example.com,GigabitEthernet1/0/2/10,100,1000
192.168.5.113,+49555618766,ABC808ASS,ModelC,EEFF001009B3,SEPEEFF001009B3,255.255.255.240,38,100,10,switch3.example.com,GigabitEthernet1/0/2/8,100,10
192.168.10.65,+49555467467,NOP939SCW,ModelB,4455669FD1D4,SEP4455669FD1D4,255.255.255.128,24,100,1000,switch2.example.com,GigabitEthernet1/0/2/35,100,1000
192.168.1.254,+49555693589,NOP319OIH,ModelC,334455FDFEB6,SEP334455FDFEB6,255.255.255.192,50,100,10,switch1.example.com,GigabitEthernet1/0/2/37,100,10
10.10.10.35,+49555711920,MNO884QWL,ModelC,001A2BFFE8AE,SEP001A2BFFE8AE,255.255.255.0,40,1000,10,switch3.example.com,GigabitEthernet1/0/2/81,1000,10
10.0.1.91,+49555318903,DEF612RTX,ModelB,112233D0F272,SEP112233D0F272,255.255.255.192,60,1000,100,switch1.example.com,GigabitEthernet1/0/2/44,1000,100
192.168.1.253,+49555204673,MNO188UBO,ModelB,001A2B57AC5C,SEP001A2B57AC5C,255.255.255.128,62,1000,1000,switch1.example.com,GigabitEthernet1/0/2/8,1000,1000
172.17.0.100,+49555162411,HIJ848RTL,ModelC,1122339505C6,SEP1122339505C6,255.255.255.0,50,100,100,switch1.example.com,GigabitEthernet1/0/2/12,100,100
172.17.0.167,+49555311858,ABC297YCN,ModelB,001A2B2565CC,SEP001A2B2565CC,255.255.255.0,55,1000,10,switch3.example.com,GigabitEthernet1/0/2/15,1000,10
172.17.0.81,+49555353262,DEF732IUL,ModelC,001A2B8F4FB8,SEP001A2B8F4FB8,255.255.255.240,53,100,1000,switch3.example.com,GigabitEthernet1/0/2/75,100,1000
10.10.10.189,+49555691330,GHI840NSR,ModelB,EEFF0091E960,SEPEEFF0091E960,255.255.255.192,11,100,100,switch3.example.com,GigabitEthernet1/0/2/5,100,100
192.168.20.148,+49555874733,HIJ841SCN,ModelA,EEFF005471E2,SEPEEFF005471E2,255.255.255.192,42,100,10,switch2.example.com,GigabitEthernet1/0/2/19,100,10
172.16.0.243,+49555680834,NOP173IPP,ModelB,EEFF00C8A83B,SEPEEFF00C8A83B,255.255.255.240,30,100,1000,switch2.example.com,GigabitEthernet1/0/2/92,100,1000
172.16.0.62,+49555779951,HIJ312OHG,ModelC,001A2BA1F8BC,SEP001A2BA1F8BC,255.255.255.128,32,1000,1000,switch2.example.com,GigabitEthernet1/0/2/13,1000,1000
10.10.10.103,+49555597141,ABC493YIG,ModelB,445566C1EFBC,SEP445566C1EFBC,255.255.255.192,21,1000,10,switch1.example.com,GigabitEthernet1/0/2/82,1000,10
172.16.100.215,+49555346378,VWX304CFU,ModelC,112233241BC0,SEP112233241BC0,255.255.255.192,48,1000,10,switch3.example.com,GigabitEthernet1/0/2/24,1000,10
192.168.10.187,+49555331811,PQR515HHS,ModelC,EEFF00F0F85D,SEPEEFF00F0F85D,255.255.255.0,54,100,1000,switch3.example.com,GigabitEthernet1/0/2/96,100,1000
192.168.10.14,+49555842022,JKL827WSC,ModelB,EEFF0048A870,SEPEEFF0048A870,255.255.255.192,15,1000,10,switch1.example.com,GigabitEthernet1/0/2/9,1000,10
192.168.5.171,+49555233028,HIJ668IFS,ModelB,445566A33FFB,SEP445566A33FFB,255.255.0.0,32,1000,10,switch1.example.com,GigabitEthernet1/0/2/95,1000,10
172.17.0.183,+49555236520,DEF863MOH,ModelA,334455191BCC,SEP334455191BCC,255.255.255.128,22,10,10,switch1.example.com,GigabitEthernet1/0/2/1,10,10
192.168.10.243,+49555475554,HIJ143GJT,ModelB,778899F19D2E,SEP778899F19D2E,255.255.255.128,51,100,100,switch3.example.com,GigabitEthernet1/0/2/84,100,100
172.16.0.84,+49555889161,NOP402QMZ,ModelC,DDEEFF20C92D,SEPDDEEFF20C92D,255.255.255.0,28,100,1000,switch2.example.com,GigabitEthernet1/0/2/80,100,1000
192.168.5.224,+49555208848,BCD121VKU,ModelA,33445525DF40,SEP33445525DF40,255.255.255.0,39,1000,1000,switch1.example.com,GigabitEthernet1/0/2/57,1000,1000
192.168.20.245,+49555224994,GHI775ROQ,ModelA,778899859284,SEP778899859284,255.255.255.0,52,1000,1000,switch1.example.com,GigabitEthernet1/0/2/61,1000,1000
10.0.0.49,+49555864584,JKL668HFP,ModelB,11223357C854,SEP11223357C854,255.255.255.128,10,10,10,switch3.example.com,GigabitEthernet1/0/2/49,10,10
192.168.5.13,+49555295507,BCD721FWI,ModelA,99AABB34F2D3,SEP99AABB34F2D3,255.255.255.240,11,100,100,switch1.example.com,GigabitEthernet1/0/2/78,100,100
10.10.10.189,+49555398818,JKL480QDS,ModelA,FFAABB45C77C,SEPFFAABB45C77C,255.255.255.128,39,100,1000,switch3.example.com,GigabitEthernet1/0/2/59,100,1000
192.168.10.33,+49555382521,JKL182SUP,ModelC,DDEEFF087C8B,SEPDDEEFF087C8B,255.255.255.240,42,1000,1000,switch1.example.com,GigabitEthernet1/0/2/26,1000,1000
10.10.10.234,+49555709951,MNO119ARC,ModelA,112233B16E67,SEP112233B16E67,255.255.255.240,19,100,10,switch3.example.com,GigabitEthernet1/0/2/56,100,10
192.168.5.21,+49555122208,PQR498IFG,ModelA,DDEEFF694E1C,SEPDDEEFF694E1C,255.255.255.0,12,100,100,switch1.example.com,GigabitEthernet1/0/2/90,100,100
10.0.1.222,+49555815663,JKL812RHD,ModelC,001A2B95D9CB,SEP001A2B95D9CB,255.255.255.128,22,100,100,switch1.example.com,GigabitEthernet1/0/2/54,100,100
172.17.0.108,+49555359843,VWX806AEE,ModelC,778899997C69,SEP778899997C69,255.255.0.0,28,100,100,switch2.example.com,GigabitEthernet1/0/2/96,100,100
172.17.0.57,+49555258752,GHI604SUL,ModelC,112233373371,SEP112233373371,255.255.255.192,23,1000,100,switch3.example.com,GigabitEthernet1/0/2/72,1000,100
192.168.5.238,+49555998475,ABC781LGA,ModelA,A0B1C29D708D,SEPA0B1C29D708D,255.255.0.0,23,1000,1000,switch3.example.com,GigabitEthernet1/0/2/85,1000,1000
172.17.0.56,+49555218436,JKL939KQI,ModelB,001A2B24677E,SEP001A2B24677E,255.255.255.192,14,1000,100,switch2.example.com,GigabitEthernet1/0/2/8,1000,100
192.168.5.243,+49555135594,ABC352HNX,ModelB,99AABB4D06BA,SEP99AABB4D06BA,255.255.255.128,54,10,100,switch2.example.com,GigabitEthernet1/0/2/84,10,100
10.0.1.69,+49555585400,PQR640FIW,ModelA,7788998662AD,SEP7788998662AD,255.255.0.0,14,100,10,switch3.example.com,GigabitEthernet1/0/2/40,100,10
192.168.10.245,+49555746416,PQR811ZWC,ModelC,001A2B0F5747,SEP001A2B0F5747,255.255.255.0,37,1000,100,switch2.example.com,GigabitEthernet1/0/2/11,1000,100
172.17.0.56,+49555113807,DEF163IHE,ModelB,99AABB0070D0,SEP99AABB0070D0,255.255.255.192,53,1000,10,switch1.example.com,GigabitEthernet1/0/2/58,1000,10
10.0.1.213,+49555405535,VWX870QLK,ModelB,A0B1C22AD91A,SEPA0B1C22AD91A,255.255.255.0,54,1000,100,switch2.example.com,GigabitEthernet1/0/2/2,1000,100
192.168.20.243,+49555266954,NOP285JQA,ModelC,A0B1C23BF7DB,SEPA0B1C23BF7DB,255.255.255.128,63,10,100,switch1.example.com,GigabitEthernet1/0/2/94,10,100
192.168.20.99,+49555655555,MNO381NAT,ModelB,DDEEFFF2B991,SEPDDEEFFF2B991,255.255.255.128,32,100,100,switch1.example.com,GigabitEthernet1/0/2/75,100,100
10.0.0.127,+49555823782,JKL360WQX,ModelC,FFAABB60973C,SEPFFAABB60973C,255.255.255.192,23,100,1000,switch1.example.com,GigabitEthernet1/0/2/13,100,1000
10.10.10.114,+49555652817,MNO529MJY,ModelB,001A2B0D0C76,SEP001A2B0D0C76,255.255.0.0,35,1000,100,switch3.example.com,GigabitEthernet1/0/2/51,1000,100
172.17.0.209,+49555778560,JKL430EWU,ModelA,EEFF006CB0DC,SEPEEFF006CB0DC,255.255.255.128,29,100,1000,switch2.example.com,GigabitEthernet1/0/2/40,100,1000
10.10.10.210,+49555991359,NOP637IFS,ModelC,778899922F22,SEP778899922F22,255.255.255.128,28,100,1000,switch1.example.com,GigabitEthernet1/0/2/9,100,1000
192.168.5.153,+49555178434,GHI559KGU,ModelB,001A2B3E178A,SEP001A2B3E178A,255.255.255.0,68,1000,1000,switch1.example.com,GigabitEthernet1/0/2/66,1000,1000
192.168.1.198,+49555894231,DEF173CMP,ModelA,FFAABBFAA6FE,SEPFFAABBFAA6FE,255.255.0.0,16,100,100,switch2.example.com,GigabitEthernet1/0/2/21,100,100
172.17.0.66,+49555363747,NOP286KGM,ModelA,FFAABB26E502,SEPFFAABB26E502,255.255.0.0,38,10,100,switch1.example.com,GigabitEthernet1/0/2/89,10,100
172.16.100.139,+49555307234,ABC682VWU,ModelA,445566E61BF3,SEP445566E61BF3,255.255.0.0,37,100,100,switch3.example.com,GigabitEthernet1/0/2/13,100,100
10.10.10.80,+49555624248,JKL321ZIQ,ModelB,EEFF0079D427,SEPEEFF0079D427,255.255.0.0,66,100,100,switch2.example.com,GigabitEthernet1/0/2/37,100,100
192.168.5.217,+49555496746,DEF636ZFC,ModelB,445566C2C32E,SEP445566C2C32E,255.255.255.0,43,1000,100,switch2.example.com,GigabitEthernet1/0/2/95,1000,100
172.16.100.74,+49555294627,HIJ785UST,ModelA,EEFF0064AB0C,SEPEEFF0064AB0C,255.255.255.192,46,1000,1000,switch2.example.com,GigabitEthernet1/0/2/45,1000,1000
10.0.1.213,+49555887477,PQR170GMQ,ModelA,A0B1C24097CE,SEPA0B1C24097CE,255.255.255.0,36,1000,100,switch1.example.com,GigabitEthernet1/0/2/60,1000,100
10.10.10.157,+49555969086,HIJ507VIE,ModelA,A0B1C2F79338,SEPA0B1C2F79338,255.255.255.0,42,10,10,switch1.example.com,GigabitEthernet1/0/2/37,10,10
10.10.10.65,+49555348391,ABC404COW,ModelA,112233903235,SEP112233903235,255.255.255.128,62,100,1000,switch2.example.com,GigabitEthernet1/0/2/85,100,1000
192.168.5.111,+49555252977,BCD221HIT,ModelB,334455C68544,SEP334455C68544,255.255.255.192,39,100,100,switch3.example.com,GigabitEthernet1/0/2/59,100,100
192.168.5.33,+49555123207,BCD183KLY,ModelB,EEFF0098C03E,SEPEEFF0098C03E,255.255.0.0,32,1000,100,switch2.example.com,GigabitEthernet1/0/2/59,1000,100
192.168.5.87,+49555238495,PQR622QKA,ModelC,1122335C1A0F,SEP1122335C1A0F,255.255.255.128,55,1000,1000,switch2.example.com,GigabitEthernet1/0/2/59,1000,1000
10.0.0.56,+49555370984,MNO762UTN,ModelC,334455DBDBEC,SEP334455DBDBEC,255.255.0.0,43,1000,100,switch3.example.com,GigabitEthernet1/0/2/4,1000,100
172.16.0.207,+49555823182,VWX395PAO,ModelC,334455619EB4,SEP334455619EB4,255.255.255.0,70,1000,10,switch1.example.com,GigabitEthernet1/0/2/77,1000,10
10.10.10.67,+49555250621,VWX710BTO,ModelC,001A2BCD6DBC,SEP001A2BCD6DBC,255.255.0.0,50,100,100,switch2.example.com,GigabitEthernet1/0/2/84,100,100
172.16.100.162,+49555930387,HIJ806ZKJ,ModelA,001A2B711DDB,SEP001A2B711DDB,255.255.255.240,20,100,1000,switch2.example.com,GigabitEthernet1/0/2/63,100,1000
192.168.1.94,+49555122009,MNO529DHG,ModelC,778899902896,SEP778899902896,255.255.255.240,59,1000,100,switch3.example.com,GigabitEthernet1/0/2/95,1000,100
172.16.0.47,+49555177834,MNO232LEN,ModelA,FFAABB7AC69F,SEPFFAABB7AC69F,255.255.255.128,69,10,10,switch1.example.com,GigabitEthernet1/0/2/94,10,10
172.17.0.85,+49555739678,NOP612BSJ,ModelA,A0B1C2690104,SEPA0B1C2690104,255.255.255.240,11,100,10,switch3.example.com,GigabitEthernet1/0/2/36,100,10
192.168.5.167,+49555903869,ABC825DLO,ModelA,334455701402,SEP334455701402,255.255.0.0,12,1000,10,switch3.example.com,GigabitEthernet1/0/2/44,1000,10
192.168.10.96,+49555655211,MNO855ZCN,ModelC,7788997CF9E9,SEP7788997CF9E9,255.255.255.128,50,1000,100,switch3.example.com,GigabitEthernet1/0/2/7,1000,100
192.168.5.162,+49555249420,BCD681CNU,ModelA,EEFF00685393,SEPEEFF00685393,255.255.255.240,67,100,10,switch2.example.com,GigabitEthernet1/0/2/28,100,10
10.0.0.217,+49555987209,VWX318BYD,ModelC,112233266976,SEP112233266976,255.255.255.192,64,100,10,switch2.example.com,GigabitEthernet1/0/2/81,100,10
10.0.0.75,+49555325380,NOP529XHV,ModelA,EEFF00E459EE,SEPEEFF00E459EE,255.255.0.0,39,100,100,switch3.example.com,GigabitEthernet1/0/2/23,100,100
172.17.0.239,+49555508299,GHI278VKY,ModelB,FFAABB39079C,SEPFFAABB39079C,255.255.255.192,27,10,10,switch3.example.com,GigabitEthernet1/0/2/59,10,10
192.168.10.139,+49555405832,ABC387RLN,ModelB,778899E1A6D5,SEP778899E1A6D5,255.255.255.128,20,1000,100,switch1.example.com,GigabitEthernet1/0/2/42,1000,100
10.10.10.178,+49555994573,PQR163MIJ,ModelB,FFAABBA48248,SEPFFAABBA48248,255.255.255.0,18,100,100,switch1.example.com,GigabitEthernet1/0/2/42,100,100
192.168.20.254,+49555974089,GHI627CWA,ModelA,001A2BBE4BB9,SEP001A2BBE4BB9,255.255.255.240,70,10,100,switch3.example.com,GigabitEthernet1/0/2/32,10,100
172.17.0.120,+49555409428,HIJ895ITI,ModelB,112233E7F36A,SEP112233E7F36A,255.255.255.192,59,10,100,switch2.example.com,GigabitEthernet1/0/2/30,10,100
10.0.1.212,+49555427779,HIJ708GBT,ModelC,EEFF00E69109,SEPEEFF00E69109,255.255.255.0,12,1000,1000,switch2.example.com,GigabitEthernet1/0/2/31,1000,1000
192.168.1.232,+49555245967,PQR865GJD,ModelC,001A2B4C0A87,SEP001A2B4C0A87,255.255.255.192,15,100,1000,switch2.example.com,GigabitEthernet1/0/2/85,100,1000
192.168.10.18,+49555160715,HIJ474AKL,ModelC,7788991F7A9D,SEP7788991F7A9D,255.255.255.0,31,100,1000,switch2.example.com,GigabitEthernet1/0/2/53,100,1000
192.168.1.253,+49555541825,PQR491RLN,ModelC,445566CF30ED,SEP445566CF30ED,255.255.255.240,57,10,100,switch3.example.com,GigabitEthernet1/0/2/62,10,100
172.16.0.215,+49555329912,HIJ858GUM,ModelB,11223330255E,SEP11223330255E,255.255.255.128,21,100,1000,switch2.example.com,GigabitEthernet1/0/2/55,100,1000
10.0.0.28,+49555493040,DEF413XRC,ModelB,778899CE7125,SEP778899CE7125,255.255.255.0,22,10,100,switch2.example.com,GigabitEthernet1/0/2/13,10,100
172.16.0.112,+49555982237,ABC242RBM,ModelA,77889925FF1F,SEP77889925FF1F,255.255.255.192,11,100,10,switch2.example.com,GigabitEthernet1/0/2/48,100,10
172.16.100.149,+49555402391,MNO459JAT,ModelB,FFAABBC0A8C0,SEPFFAABBC0A8C0,255.255.0.0,43,100,10,switch1.example.com,GigabitEthernet1/0/2/95,100,10
172.16.0.211,+49555219972,HIJ245BFK,ModelC,FFAABB0842F3,SEPFFAABB0842F3,255.255.0.0,29,100,10,switch1.example.com,GigabitEthernet1/0/2/61,100,10
172.17.0.146,+49555348363,BCD769YPJ,ModelA,334455B4B9DB,SEP334455B4B9DB,255.255.255.192,30,1000,10,switch3.example.com,GigabitEthernet1/0/2/8,1000,10
192.168.5.153,+49555811565,JKL337QFO,ModelB,445566EA7007,SEP445566EA7007,255.255.0.0,56,10,10,switch3.example.com,GigabitEthernet1/0/2/43,10,10
10.0.0.196,+49555894004,DEF251NEL,ModelA,DDEEFFCE0801,SEPDDEEFFCE0801,255.255.255.128,57,100,1000,switch3.example.com,GigabitEthernet1/0/2/12,100,1000
172.16.0.163,+49555607741,MNO694FXM,ModelA,001A2B7D8A11,SEP001A2B7D8A11,255.255.255.192,57,1000,100,switch3.example.com,GigabitEthernet1/0/2/34,1000,100
172.16.0.121,+49555247027,ABC770TNA,ModelC,DDEEFF51C84F,SEPDDEEFF51C84F,255.255.255.240,24,1000,1000,switch2.example.com,GigabitEthernet1/0/2/44,1000,1000
192.168.1.227,+49555475908,NOP997WEF,ModelA,A0B1C27E9BB8,SEPA0B1C27E9BB8,255.255.255.0,30,1000,10,switch1.example.com,GigabitEthernet1/0/2/34,1000,10
192.168.1.58,+49555672424,GHI425CFX,ModelC,EEFF00D2BCE8,SEPEEFF00D2BCE8,255.255.0.0,37,10,100,switch3.example.com,GigabitEthernet1/0/2/39,10,100
172.16.100.252,+49555528672,BCD144REX,ModelA,FFAABB95E35F,SEPFFAABB95E35F,255.255.255.240,26,100,10,switch3.example.com,GigabitEthernet1/0/2/34,100,10
10.0.0.94,+49555296571,BCD858QNV,ModelC,99AABBBE8B97,SEP99AABBBE8B97,255.255.255.128,25,1000,100,switch1.example.com,GigabitEthernet1/0/2/4,1000,100
192.168.20.88,+49555251587,HIJ245KRE,ModelA,778899DF206C,SEP778899DF206C,255.255.0.0,56,1000,1000,switch2.example.com,GigabitEthernet1/0/2/96,1000,1000
192.168.10.148,+49555733822,BCD639XJX,ModelB,1122339D107E,SEP1122339D107E,255.255.255.128,32,100,100,switch2.example.com,GigabitEthernet1/0/2/25,100,100
192.168.5.172,+49555910728,BCD991XZJ,ModelC,99AABB05AB80,SEP99AABB05AB80,255.255.255.192,14,100,1000,switch2.example.com,GigabitEthernet1/0/2/50,100,1000
192.168.10.203,+49555964437,NOP757PWG,ModelA,3344550AC8AA,SEP3344550AC8AA,255.255.255.128,38,1000,10,switch3.example.com,GigabitEthernet1/0/2/92,1000,10
172.17.0.149,+49555530005,GHI412OAZ,ModelA,334455DF72FF,SEP334455DF72FF,255.255.255.0,31,1000,1000,switch3.example.com,GigabitEthernet1/0/2/16,1000,1000
10.0.1.224,+49555609851,VWX825QWV,ModelC,EEFF00920205,SEPEEFF00920205,255.255.255.0,49,10,100,switch1.example.com,GigabitEthernet1/0/2/19,10,100
172.17.0.153,+49555832421,VWX865WUJ,ModelA,11223389243E,SEP11223389243E,255.255.255.128,44,100,10,switch2.example.com,GigabitEthernet1/0/2/87,100,10
172.16.0.144,+49555398072,GHI770FIQ,ModelB,1122338BFEB4,SEP1122338BFEB4,255.255.255.240,14,10,100,switch3.example.com,GigabitEthernet1/0/2/8,10,100
192.168.5.104,+49555587695,BCD643DYZ,ModelA,DDEEFF886793,SEPDDEEFF886793,255.255.255.128,53,10,10,switch1.example.com,GigabitEthernet1/0/2/86,10,10
192.168.10.69,+49555440829,NOP633HZW,ModelA,EEFF00A67C4C,SEPEEFF00A67C4C,255.255.255.192,18,100,1000,switch2.example.com,GigabitEthernet1/0/2/89,100,1000
172.16.100.104,+49555133996,BCD518PJA,ModelC,FFAABB994D3F,SEPFFAABB994D3F,255.255.255.240,36,100,10,switch3.example.com,GigabitEthernet1/0/2/92,100,10
